claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,fraud_reported
304259328,38,M,0,89,58201.6,1,0,Own,80016,2023-11-07,Tuesday,Parking Lot,0,0,50,Phone,1,6.0,Compact,15590.61,black,52645.23,4002.990113,2000,1246.68,8,0,0
304383744,46,M,1,72,61249.6,1,1,Own,85016,2024-12-21,Saturday,Local,0,0,50,Phone,1,5.0,Medium,6639.7,silver,30305.59,2060.703803,500,1082.36,10,7,0
304591104,35,M,1,73,56870.4,1,0,Own,80109,2024-06-09,Sunday,Highway,0,0,91,Phone,1,3.0,Medium,30883.59,silver,21044.91,6528.423525,1000,1726.91,10,2,0
304756992,55,M,1,53,64134.4,0,1,Own,15012,2023-06-12,Monday,Local,0,0,27,Phone,1,5.0,Medium,20340.81,gray,15480.61,3569.766443,500,1518.54,8,6,0
304839936,58,M,1,70,120872.0,0,0,Rent,15045,2024-06-26,Wednesday,Local,0,0,80,Phone,0,7.0,Medium,35359.43,red,18543.56,2853.484596,1000,1622.67,8,4,0
305005824,42,M,1,45,79776.0,1,1,Own,85071,2024-08-02,Friday,Parking Lot,0,0,50,Phone,1,7.0,Compact,15842.98,other,29190.14,2212.978981,2000,1155.97,9,4,0
305150976,47,M,0,91,120872.0,1,1,Rent,20128,2024-06-25,Tuesday,Highway,0,0,89,Phone,1,2.0,Medium,35882.61,blue,27809.26,4159.406715,1000,1726.91,9,2,0
305296128,40,F,1,69,59003.2,1,0,Own,80011,2023-09-25,Monday,Parking Lot,0,0,82,Phone,1,6.0,Large,18752.15,silver,30698.87,7293.64532,2000,1239.06,10,4,0
305379072,30,M,1,82,54400.0,0,1,Own,15022,2024-09-23,Monday,Local,0,0,93,Phone,1,9.0,Large,21103.89,black,6865.82,5412.237713,1000,1622.67,8,0,0
305669376,31,M,1,78,54944.0,1,1,Rent,15003,2024-02-25,Sunday,Parking Lot,0,0,94,Phone,1,3.0,Medium,37327.44,other,17306.25,4202.205412,500,1078.65,11,2,0
305731584,51,F,1,90,62897.6,1,0,Own,15005,2023-01-06,Friday,Parking Lot,0,0,84,Phone,1,6.0,Large,25547.88,other,21460.56,7702.064034,1000,1324.78,7,7,1
306498816,31,F,0,76,120872.0,1,0,Rent,85078,2023-10-29,Sunday,Highway,1,0,49,Phone,1,7.0,Medium,22818.96,black,21556.75,1407.119459,500,1518.54,8,8,0
306602496,53,F,1,75,120872.0,0,1,Own,85046,2023-01-19,Thursday,Parking Lot,0,0,0,Phone,1,6.0,Medium,24119.24,black,15443.05,8005.261795,2000,1246.68,9,2,0
306623232,48,F,1,85,120872.0,1,1,Own,80002,2023-12-02,Saturday,Local,1,1,98,Phone,1,6.0,Large,30480.49,black,41363.02,7492.598232,1000,1622.67,10,2,0
306789120,48,M,1,68,81953.6,0,0,Own,80101,2024-09-08,Sunday,Local,0,0,0,Phone,0,3.0,Compact,26154.67,other,31680.3,4328.365304,500,1232.57,10,2,0
306851328,53,F,1,75,81953.6,1,0,Own,20142,2023-07-01,Saturday,Local,0,0,95,Phone,1,2.0,Medium,7664.12,other,16100.43,2301.310573,1000,1324.78,9,6,0
307369728,51,M,1,88,102894.4,1,1,Own,85005,2023-10-02,Monday,Parking Lot,0,0,26,Phone,1,6.0,Large,21581.85,black,31791.95,3729.71761,500,1082.36,10,3,0
307431936,50,F,1,87,102894.4,1,1,Own,85004,2023-04-02,Sunday,Parking Lot,1,0,50,Phone,1,2.0,Large,18135.22,gray,31468.35,2632.692899,500,1354.2,8,3,0
307452672,36,M,1,63,102894.4,0,1,Own,15006,2024-04-19,Friday,Local,0,0,3,Phone,1,4.0,Compact,12300.68,red,29323.55,4585.602676,500,1055.6,11,3,0
307473408,60,F,1,79,102894.4,1,0,Own,50021,2024-12-19,Thursday,Local,0,1,56,Phone,0,7.0,Large,18160.11,silver,27212.83,3119.065902,1000,999.43,10,0,0
307494144,75,F,1,80,102894.4,1,0,Rent,50025,2023-03-24,Friday,Highway,0,0,1,Phone,1,4.0,Compact,18564.95,other,5027.3,5912.812192,2000,1155.97,9,3,0
307535616,40,M,0,41,102894.4,0,1,Own,50013,2024-07-26,Friday,Highway,0,1,75,Phone,1,3.0,Compact,20441.0,black,44694.21,2931.270015,1000,1726.91,9,5,0
307660032,35,M,0,85,56889.6,0,0,Own,15009,2023-06-17,Saturday,Local,0,1,45,Phone,0,5.0,Large,16451.89,black,20441.33,7668.905431,1000,1324.78,8,8,0
307805184,46,F,1,83,81241.6,0,1,Rent,20101,2023-05-12,Friday,Local,0,0,0,Phone,0,3.0,Compact,6231.55,red,37477.68,8233.533986,2000,1246.68,9,2,0
307971072,60,F,1,87,89412.8,1,1,Own,80011,2024-07-30,Tuesday,Local,1,1,49,Phone,0,4.0,Medium,8503.29,silver,50832.11,6738.207484,500,1354.2,7,3,0
308551680,67,M,1,61,84936.0,1,1,Own,15049,2023-08-24,Thursday,Parking Lot,4,0,39,Phone,1,8.0,Medium,35994.02,gray,9867.35,4422.524093,500,1354.2,9,3,0
308924928,69,F,1,86,67729.6,1,1,Own,80002,2024-02-19,Monday,Parking Lot,3,0,80,Phone,1,4.0,Compact,31129.24,white,16085.77,4001.5949,2000,1155.97,10,3,0
309070080,38,F,0,54,58222.4,1,1,Rent,20131,2024-04-05,Friday,Parking Lot,0,1,1,Phone,0,4.0,Compact,10381.67,gray,13130.19,4819.645914,500,1078.65,9,3,1
309215232,42,M,1,68,89412.8,1,1,Own,20153,2024-03-29,Friday,Local,0,0,84,Phone,0,8.0,Medium,29394.86,red,10060.13,5441.935536,2000,1246.68,10,5,0
309298176,37,M,1,30,84936.0,0,0,Rent,20146,2023-08-09,Wednesday,Parking Lot,0,0,50,Phone,0,3.0,Compact,23866.07,other,45117.3,5837.459655,500,1082.36,8,1,0
309692160,51,M,1,75,84936.0,0,1,Rent,85051,2024-06-12,Wednesday,Parking Lot,0,0,23,Phone,0,4.0,Compact,30735.32,white,24318.12,4975.484055,500,1232.57,9,4,0
309837312,39,M,1,65,84936.0,1,1,Own,85022,2024-07-17,Wednesday,Local,0,0,75,Phone,1,12.0,Medium,42810.03,gray,24321.26,9232.129401,500,1518.54,10,5,0
309878784,61,F,0,81,89412.8,1,1,Rent,80106,2023-11-10,Friday,Parking Lot,0,0,73,Phone,1,6.0,Compact,25374.73,other,8601.48,4530.318441,2000,1239.06,9,6,0
309920256,26,M,1,89,81241.6,1,0,Rent,85061,2024-10-17,Thursday,Parking Lot,0,0,93,Phone,1,2.0,Large,35450.84,black,13766.92,10420.58504,2000,1246.68,9,3,0
310355712,26,M,1,92,84936.0,1,0,Own,80044,2023-06-23,Friday,Highway,2,0,17,Phone,1,4.0,Medium,21767.85,red,43883.5,2977.030059,1000,1726.91,10,4,0
310438656,55,M,0,75,64118.4,1,1,Rent,20130,2023-04-08,Saturday,Local,0,0,90,Phone,0,5.0,Compact,26098.74,blue,26328.04,4177.285044,500,1232.57,9,3,1
310563072,50,M,1,77,62592.0,1,0,Own,50051,2024-02-03,Saturday,Parking Lot,0,1,7,Phone,1,8.0,Compact,19957.22,black,61057.14,13920.334,500,1518.54,11,2,1
310894848,48,F,1,75,61950.4,0,1,Own,85015,2023-05-26,Friday,Highway,1,1,97,Phone,1,9.0,Large,35920.24,white,18022.05,4661.879722,500,1055.6,9,3,1
311019264,37,F,0,92,57761.6,1,1,Own,85045,2024-12-09,Monday,Parking Lot,0,0,92,Phone,0,3.0,Medium,44626.24,blue,13912.08,7098.668305,1000,1726.91,8,0,0
311475456,29,F,1,74,53868.8,1,1,Rent,50047,2024-07-21,Sunday,Highway,0,0,57,Phone,0,7.0,Medium,29562.76,blue,5027.3,2890.329381,2000,1239.06,9,3,0
311682816,42,F,1,57,59800.0,1,1,Own,85025,2023-01-27,Friday,Local,0,0,100,Phone,1,4.0,Medium,13191.9,white,21810.3,6011.411862,1000,999.43,7,5,1
311848704,60,M,0,61,81241.6,1,0,Rent,85064,2024-02-26,Monday,Parking Lot,0,1,90,Phone,0,7.0,Compact,28757.29,white,8262.34,2503.397034,1000,1726.91,8,5,0
312180480,35,M,0,83,89412.8,1,1,Own,50051,2023-08-31,Thursday,Local,2,1,92,Phone,1,6.0,Medium,9746.43,silver,11362.61,3334.529827,500,1082.36,9,3,0
312615936,45,M,0,97,60894.4,1,1,Own,85051,2023-03-22,Wednesday,Highway,0,0,25,Phone,1,3.0,Large,15569.48,silver,30215.76,2549.096073,2000,1239.06,10,1,0
312636672,64,M,1,48,66547.2,0,1,Own,15003,2023-07-09,Sunday,Parking Lot,0,0,34,Phone,0,4.0,Compact,26296.41,blue,17127.26,4636.302508,2000,1246.68,9,3,0
312740352,48,F,1,55,61929.6,1,0,Own,15026,2024-09-28,Saturday,Local,0,0,83,Phone,1,8.0,Medium,19155.53,other,22885.95,9580.026431,1000,1622.67,10,5,0
313009920,47,F,1,86,61576.0,0,0,Own,15043,2024-08-23,Friday,Parking Lot,0,1,10,Phone,1,8.0,Large,5930.23,other,24346.33,6193.718159,500,1232.57,9,2,0
313072128,39,F,0,80,58608.0,1,0,Own,50011,2023-04-02,Sunday,Highway,0,0,99,Phone,1,4.0,Compact,27875.47,red,23651.3,3398.375823,1000,1324.78,8,2,0
313092864,45,F,1,75,60920.0,0,1,Rent,80021,2024-11-25,Monday,Parking Lot,0,0,76,Phone,1,7.0,Large,9137.25,red,14678.38,6711.790062,500,1518.54,8,4,0
313300224,38,M,1,58,58203.2,1,0,Own,80046,2024-10-29,Tuesday,Parking Lot,0,1,14,Phone,0,6.0,Large,20372.7,other,19553.4,7705.683379,2000,1246.68,9,4,0
313320960,40,F,0,85,58998.4,1,1,Own,20121,2023-01-09,Monday,Parking Lot,0,0,28,Phone,1,5.0,Medium,18885.5,red,36981.62,2287.358055,1000,1622.67,8,4,1
313590528,30,M,1,96,54395.2,0,1,Own,20147,2024-02-04,Sunday,Local,1,1,22,Phone,1,5.0,Medium,14253.08,other,13909.34,4449.158653,1000,1726.91,8,4,0
313963776,31,M,1,64,64953.6,0,1,Own,50059,2024-06-12,Wednesday,Local,0,0,21,Phone,1,8.0,Compact,17239.02,red,24236.11,6263.455689,2000,1246.68,8,4,0
314917632,35,M,1,91,56888.0,1,0,Own,20165,2024-04-27,Saturday,Parking Lot,0,*,2,Phone,1,7.0,Large,12555.64,black,20180.13,2548.300858,500,1354.2,8,3,0
315104256,34,M,0,47,56454.4,1,1,Own,15026,2024-01-30,Tuesday,Highway,0,0,98,Phone,0,7.0,Large,27871.37,other,27992.51,3339.84273,1000,999.43,8,2,0
315166464,46,F,0,65,61240.0,0,1,Rent,50006,2024-03-18,Monday,Local,0,0,26,Phone,0,7.0,Large,38040.45,black,12363.62,4737.745968,1000,1726.91,8,4,0
315394560,38,F,1,78,58193.6,0,1,Rent,85051,2024-11-11,Monday,Highway,0,0,69,Phone,1,3.0,Compact,13915.95,red,59123.17,6146.075286,2000,1239.06,9,2,0
315498240,38,M,1,71,58188.8,1,0,Rent,80103,2023-03-06,Monday,Highway,0,1,0,Phone,1,3.0,Large,19389.43,silver,15630.83,3679.996374,1000,1622.67,10,4,0
315871488,31,M,1,77,54929.6,1,1,Own,85075,2024-06-12,Wednesday,Highway,0,0,2,Phone,1,5.0,Compact,17077.41,blue,38790.78,12175.91185,1000,999.43,9,3,1
315954432,35,M,1,85,56900.8,0,1,Rent,85014,2023-04-26,Wednesday,Highway,0,0,74,Phone,0,4.0,Large,27391.33,gray,23585.44,6137.793148,2000,1155.97,9,4,1
315975168,63,M,0,49,66281.6,1,0,Rent,20134,2023-08-17,Thursday,Highway,0,0,98,Phone,0,8.0,Medium,18272.66,gray,23397.76,4897.016729,1000,1726.91,10,2,0
316099584,24,F,1,93,50846.4,1,0,Rent,20129,2023-05-13,Saturday,Local,0,1,12,Phone,1,6.0,Compact,13594.5,silver,8776.71,7909.80985,500,1078.65,9,5,0
316286208,41,M,1,74,59433.6,1,1,Own,20101,2023-01-27,Friday,Parking Lot,0,0,98,Phone,0,7.0,Medium,42923.5,black,28486.68,1126.97367,2000,1246.68,8,5,0
316576512,42,M,1,64,59808.0,0,0,Rent,50036,2023-06-22,Thursday,Parking Lot,0,0,85,Phone,0,3.0,Large,11638.59,gray,19974.42,2229.238399,1000,999.43,9,6,0
316700928,42,F,1,73,59819.2,0,0,Rent,15014,2023-08-11,Friday,Local,1,0,99,Phone,1,4.0,Large,5800.18,gray,7345.64,4828.817683,500,1518.54,8,2,1
317032704,46,M,0,53,61272.0,1,0,Own,85062,2023-04-18,Tuesday,Parking Lot,0,0,7,Phone,1,4.0,Medium,19165.78,blue,10410.07,1425.71545,1000,999.43,10,6,1
317053440,53,M,1,83,63510.4,1,1,Rent,50007,2024-02-24,Saturday,Parking Lot,0,1,92,Phone,1,9.0,Medium,14756.39,blue,14255.69,5536.552786,2000,1155.97,9,3,0
317426688,49,F,1,81,62260.8,1,1,Own,85027,2023-06-21,Wednesday,Parking Lot,0,0,3,Phone,0,4.0,Compact,27524.17,silver,43641.12,10749.27657,2000,1239.06,9,2,0
317468160,39,M,1,84,58627.2,0,1,Own,15010,2024-01-22,Monday,Parking Lot,1,0,49,Phone,0,7.0,Medium,16306.21,silver,12552.76,6171.663758,2000,1246.68,9,2,0
317571840,46,M,0,74,61256.0,0,1,Rent,85077,2023-05-22,Monday,Parking Lot,0,0,100,Phone,0,7.0,Medium,10439.56,blue,18192.68,2516.514628,500,1354.2,10,8,0
317654784,60,M,1,68,65536.0,1,0,Rent,50025,2023-12-28,Thursday,Local,0,1,44,Phone,1,4.0,Large,5913.31,red,20594.43,6947.009573,1000,999.43,9,5,0
317779200,70,F,1,85,67952.0,0,1,Rent,15028,2023-11-20,Monday,Local,0,0,51,Phone,1,8.0,Large,13024.55,red,25585.92,4490.79981,500,1078.65,10,2,1
317862144,32,F,1,75,55435.2,1,1,Own,15054,2023-04-14,Friday,Local,0,1,21,Phone,1,7.0,Compact,8706.75,white,12036.08,4890.041798,500,1518.54,8,1,0
318131712,42,F,0,55,79776.0,1,1,Own,15025,2023-07-08,Saturday,Local,0,0,51,Phone,1,4.0,Compact,19742.31,red,16563.7,3604.963296,500,1055.6,9,5,0
318442752,49,M,1,90,62291.2,1,1,Own,50041,2023-10-04,Wednesday,Local,0,0,45,Phone,1,6.0,Compact,19735.41,red,31802.05,2694.943196,500,1078.65,10,2,1
318712320,32,M,0,73,55496.0,0,1,Own,15017,2023-07-07,Friday,Highway,0,0,98,Phone,0,5.0,Large,22754.77,blue,27191.58,5397.972881,2000,1246.68,9,6,0
319272192,38,F,1,74,58220.8,0,1,Own,20155,2024-09-30,Monday,Highway,0,0,98,Phone,0,7.0,Large,5241.03,silver,12293.73,4256.258914,500,1232.57,9,4,0
319313664,32,F,1,74,55452.8,1,0,Rent,50025,2023-09-26,Tuesday,Highway,0,1,75,Phone,1,6.0,Large,32720.69,red,27458.48,4153.076137,500,1078.65,9,4,0
319334400,50,F,0,72,62616.0,1,0,Rent,85044,2023-01-14,Saturday,Local,0,0,100,Phone,0,2.0,Large,16079.8,black,32483.0,5120.531708,1000,1324.78,9,4,1
319521024,39,F,1,74,89412.8,0,0,Rent,80031,2023-12-03,Sunday,Local,0,0,99,Phone,1,5.0,Large,12426.04,black,20909.55,2762.808903,1000,1622.67,8,4,0
320122368,40,F,0,57,59027.2,0,0,Rent,50011,2023-05-11,Thursday,Highway,0,0,50,Phone,0,8.0,Large,25119.53,other,42941.27,1228.912674,500,1518.54,9,6,1
320495616,38,M,1,86,58204.8,1,1,Own,80023,2023-05-24,Wednesday,Parking Lot,0,0,1,Phone,1,5.0,Compact,23590.71,black,36169.86,5964.337563,500,1055.6,8,3,1
320537088,51,F,1,38,89412.8,1,0,Own,20102,2023-11-09,Thursday,Parking Lot,1,1,94,Phone,0,7.0,Large,12180.96,gray,30807.91,3797.037071,1000,999.43,9,6,0
320889600,40,F,1,62,81241.6,1,1,Own,15034,2024-08-24,Saturday,Parking Lot,1,1,67,Phone,1,3.0,Large,20268.95,gray,18851.61,2533.295961,500,1078.65,8,5,0
320931072,55,M,1,81,84936.0,0,1,Rent,80030,2023-02-04,Saturday,Parking Lot,1,1,51,Phone,0,5.0,Medium,29460.09,gray,23500.66,5272.469857,1000,1324.78,9,5,0
321096960,40,F,1,90,59020.8,1,1,Own,15046,2023-10-18,Wednesday,Highway,0,0,81,Phone,1,9.0,Medium,19025.39,red,9191.38,6303.168098,2000,1239.06,9,1,1
321138432,44,F,1,67,60563.2,1,0,Rent,50021,2023-07-24,Monday,Highway,0,0,45,Phone,1,6.0,Medium,19677.97,silver,30931.6,3860.640516,2000,1246.68,9,7,0
321159168,54,F,0,78,63830.4,0,0,Rent,85053,2024-08-11,Sunday,Local,1,0,94,Phone,0,2.0,Large,7300.87,gray,28882.6,3147.079957,1000,1622.67,8,3,0
321179904,30,F,1,66,54408.0,1,1,Own,50054,2024-09-14,Saturday,Local,0,0,98,Phone,0,5.0,Large,11270.25,black,19831.43,5531.909191,500,1082.36,8,4,1
321283584,57,M,1,89,64665.6,0,0,Rent,20160,2023-03-26,Sunday,Parking Lot,0,0,90,Phone,0,9.0,Compact,14790.34,red,18424.36,3421.487198,1000,999.43,8,4,0
321408000,50,M,1,91,89412.8,1,1,Own,20132,2023-04-30,Sunday,Parking Lot,2,0,31,Phone,1,4.0,Compact,37688.78,other,21079.8,9647.003715,500,1232.57,9,3,0
321470208,35,M,0,76,84936.0,1,1,Own,80105,2023-02-08,Wednesday,Local,4,0,1,Phone,1,6.0,Compact,16327.94,gray,24409.04,2482.129676,1000,1324.78,10,5,0
321511680,75,M,1,68,89412.8,0,1,Rent,20144,2024-09-08,Sunday,Highway,0,0,0,Phone,0,3.0,Compact,25187.31,red,34987.35,10103.80309,500,1518.54,8,2,0
321532416,47,F,1,91,81241.6,1,1,Own,15042,2023-07-07,Friday,Parking Lot,0,0,90,Phone,1,3.0,Medium,50984.26,gray,22893.19,2826.174582,2000,1239.06,9,5,0
321594624,54,F,1,77,89412.8,1,0,Own,80016,2023-09-04,Monday,Local,3,0,50,Phone,0,4.0,Medium,7843.01,red,21473.86,4725.401806,1000,1622.67,8,4,0
321698304,60,F,1,76,65516.8,1,0,Own,85044,2023-07-31,Monday,Local,2,0,100,Phone,1,6.0,Medium,38048.07,black,17280.85,4261.653789,500,1354.2,10,7,0
322175232,30,F,1,73,54435.2,1,1,Rent,80024,2023-11-22,Wednesday,Highway,1,0,48,Phone,1,1.0,Large,16554.6,gray,61057.14,15055.60864,500,1518.54,8,2,1
322278912,22,M,1,86,89412.8,1,0,Own,15052,2024-03-07,Thursday,Local,1,0,1,Phone,1,4.0,Compact,10151.26,blue,18833.2,3830.165296,500,1082.36,12,4,0
322465536,46,M,0,59,84936.0,1,1,Own,20105,2024-05-14,Tuesday,Local,0,1,1,Phone,1,7.0,Compact,18558.5,white,36676.76,5271.708053,500,1055.6,10,7,0
322672896,66,M,1,76,67041.6,1,0,Own,20165,2024-04-03,Wednesday,Parking Lot,0,0,95,Phone,0,7.0,Medium,12474.24,gray,21916.44,3571.682087,2000,1155.97,9,1,1
322755840,37,M,1,85,57776.0,1,1,Rent,85031,2023-06-24,Saturday,Local,1,0,49,Phone,1,5.0,Medium,50871.37,white,23887.2,2200.113435,500,1232.57,8,6,0
323129088,42,M,0,46,59801.6,1,1,Rent,20103,2024-09-20,Friday,Parking Lot,0,0,35,Phone,0,3.0,Medium,10998.02,white,26462.67,3404.133342,2000,1246.68,10,2,0
323253504,56,F,1,52,89412.8,1,0,Rent,85025,2023-03-27,Monday,Local,1,0,86,Phone,1,3.0,Medium,16659.2,red,11890.63,7628.091119,500,1055.6,9,7,0
323398656,35,M,1,72,81241.6,0,1,Rent,20111,2024-03-01,Friday,Local,0,0,76,Phone,0,8.0,Compact,33070.86,silver,24383.31,5234.667682,500,1232.57,9,5,0
323440128,42,M,1,94,84936.0,1,1,Rent,50032,2023-08-22,Tuesday,Parking Lot,1,0,1,Phone,1,5.0,Large,42412.99,gray,14004.36,7532.822942,500,1078.65,10,6,0
323460864,38,M,1,95,58156.8,1,1,Own,20129,2024-12-06,Friday,Local,1,0,23,Phone,1,5.0,Large,16752.66,blue,19797.62,8476.605496,1000,1324.78,9,3,1
323792640,54,M,1,45,63840.0,1,0,Rent,85076,2024-01-14,Sunday,Parking Lot,0,1,63,Phone,1,5.0,Compact,14754.76,silver,39534.02,4047.638445,500,1055.6,9,0,1
323854848,37,M,1,82,89412.8,0,0,Rent,15019,2023-01-13,Friday,Local,2,1,76,Phone,1,8.0,Compact,38076.95,silver,41352.85,4782.534213,1000,999.43,8,6,0
324000000,28,F,1,69,81241.6,1,1,Rent,20108,2024-03-11,Monday,Local,0,1,99,Phone,0,6.0,Large,8921.44,silver,10151.02,6537.553579,500,1078.65,10,2,0
324082944,50,M,1,72,62622.4,1,0,Rent,85031,2024-04-17,Wednesday,Local,0,0,92,Phone,0,3.0,Large,36526.75,other,24692.98,3704.06356,500,1518.54,9,4,1
324103680,44,F,1,84,60553.6,1,0,Own,15042,2023-12-23,Saturday,Parking Lot,1,0,51,Phone,1,8.0,Compact,20276.85,gray,15666.15,3807.877491,2000,1239.06,10,8,0
324165888,61,F,1,78,65782.4,0,0,Own,50022,2023-03-06,Monday,Local,3,0,74,Phone,1,4.0,Large,17834.47,black,16748.23,3675.064474,2000,1246.68,10,2,0
324331776,42,M,1,79,59809.6,1,1,Own,20128,2023-08-05,Saturday,Local,1,1,53,Phone,1,5.0,Compact,46295.39,red,21406.29,7973.057373,500,1082.36,11,4,0
324414720,40,F,0,81,59009.6,0,1,Own,15012,2023-01-03,Tuesday,Highway,3,1,25,Phone,1,6.0,Compact,27147.21,gray,27039.32,6224.827273,500,1354.2,9,6,0
324456192,42,M,1,67,59803.2,1,1,Own,15046,2023-05-23,Tuesday,Highway,1,0,91,Phone,0,2.0,Medium,16839.98,black,23633.21,2974.83293,500,1055.6,9,3,0
324684288,46,F,1,67,76254.4,1,0,Rent,20107,2024-01-22,Monday,Highway,0,0,92,Phone,1,2.0,Large,40655.96,black,12376.13,4290.600567,500,1078.65,8,1,0
324767232,48,F,0,41,76254.4,0,1,Rent,80013,2023-03-19,Sunday,Local,2,0,100,Phone,1,7.0,Large,35374.68,white,14914.35,2197.907439,1000,1324.78,9,5,0
324787968,37,F,1,58,76254.4,1,1,Own,80011,2024-05-23,Thursday,Local,0,0,40,Phone,0,5.0,Compact,26405.85,other,9849.03,1505.280289,500,1518.54,8,5,0
325140480,35,F,1,66,56880.0,1,0,Own,15038,2024-06-17,Monday,Local,0,0,51,Phone,0,2.0,Compact,32243.8,other,29168.72,8911.61869,1000,1726.91,10,3,0
325244160,61,M,0,95,65785.6,1,0,Own,50001,2024-09-17,Tuesday,Local,0,0,75,Phone,1,1.0,Large,21238.42,white,14110.1,4636.141209,500,1078.65,8,2,1
325555200,33,F,1,74,55958.4,1,0,Own,85012,2023-04-28,Friday,Parking Lot,0,0,14,Phone,0,8.0,Compact,8784.28,red,11113.3,3608.584963,2000,1246.68,10,9,0
325575936,38,M,1,95,58190.4,0,1,Rent,85054,2023-10-19,Thursday,Parking Lot,0,0,94,Phone,0,7.0,Medium,61317.52,silver,14646.87,3786.612823,1000,1622.67,8,8,0
325679616,71,M,1,86,68198.4,1,0,Own,85073,2023-03-09,Thursday,Parking Lot,0,0,50,Phone,1,2.0,Large,30656.14,other,19046.05,9676.280298,500,1354.2,9,2,0
325824768,42,F,0,82,59833.6,1,1,Own,85072,2024-07-03,Wednesday,Parking Lot,0,0,22,Phone,1,5.0,Large,16254.03,other,27015.42,2944.848981,1000,999.43,9,6,0
325907712,38,M,1,92,58198.4,1,0,Rent,20120,2024-10-10,Thursday,Parking Lot,1,0,32,Phone,1,3.0,Large,22787.35,white,42939.97,5520.971901,1000,1726.91,10,3,1
325990656,50,F,1,91,76254.4,1,0,Rent,85078,2024-12-24,Tuesday,Local,0,0,39,Phone,0,3.0,Medium,19790.06,blue,7717.13,5942.478441,500,1078.65,8,7,0
326218752,47,M,1,79,61596.8,1,0,Rent,15046,2023-08-10,Thursday,Local,1,0,4,Phone,1,2.0,Large,14044.18,other,24224.44,3665.995887,2000,1246.68,9,5,0
326239488,40,F,1,70,59003.2,1,1,Own,85012,2024-04-08,Monday,Highway,0,0,49,Phone,0,7.0,Large,13765.39,gray,30454.56,3333.646241,1000,1622.67,9,2,0
326467584,50,F,0,68,62585.6,1,1,Own,20152,2023-02-17,Friday,Local,0,0,30,Phone,0,5.0,Compact,16057.27,gray,30630.69,6609.624864,1000,999.43,10,5,0
327089664,45,F,0,62,60865.6,1,1,Rent,50020,2023-03-09,Thursday,Local,0,1,77,Phone,1,3.0,Compact,16344.2,white,6940.17,8197.227475,1000,1622.67,9,3,0
327193344,43,F,1,68,60163.2,0,0,Rent,85019,2024-11-27,Wednesday,Local,0,0,16,Phone,1,5.0,Large,40307.0,red,19728.23,8313.952061,500,1082.36,7,3,1
327317760,31,M,1,67,54915.2,0,1,Own,50005,2023-02-05,Sunday,Local,0,1,18,Phone,1,4.0,Medium,13999.01,other,37515.27,4586.727058,500,1055.6,12,5,0
327504384,51,F,1,85,82908.8,1,1,Own,80108,2024-01-07,Sunday,Local,0,0,57,Phone,1,9.0,Large,15174.16,red,6657.13,2978.313614,500,1232.57,9,5,0
327711744,63,F,1,77,66268.8,0,1,Own,85024,2024-02-23,Friday,Parking Lot,0,0,90,Phone,1,9.0,Medium,25424.68,black,21403.01,5785.022927,1000,1622.67,10,3,0
327981312,22,M,1,63,49451.2,1,1,Rent,85061,2024-03-25,Monday,Local,0,0,61,Phone,1,3.0,Compact,27725.57,blue,20750.96,3214.709098,1000,1324.78,9,6,0
328416768,57,F,0,76,64672.0,1,0,Rent,80035,2023-04-21,Friday,Highway,0,0,7,Phone,0,2.0,Compact,15497.74,gray,14160.76,5863.235303,500,1055.6,9,9,1
328499712,43,F,1,72,76254.4,0,1,Own,15021,2024-05-10,Friday,Highway,0,0,9,Phone,1,4.0,Compact,16062.92,red,19970.86,2314.62207,2000,1155.97,8,5,0
328644864,40,F,1,96,76254.4,1,0,Own,20122,2023-10-10,Tuesday,Local,0,0,83,Phone,0,5.0,Large,23389.33,other,25522.97,4791.042831,500,1078.65,9,3,0
328997376,45,F,1,79,60900.8,1,1,Own,20106,2024-06-24,Monday,Local,0,0,32,Phone,0,6.0,Medium,18989.58,red,6998.32,2232.461705,2000,1246.68,8,8,0
329266944,32,M,0,84,55464.0,1,1,Own,15021,2024-03-11,Monday,Local,1,0,88,Phone,1,5.0,Compact,22979.33,white,20176.16,7064.955873,1000,1726.91,8,5,0
329515776,38,M,1,71,58230.4,0,1,Own,20105,2023-10-21,Saturday,Local,0,0,4,Phone,0,6.0,Medium,33974.22,gray,22151.19,2389.914872,1000,1324.78,9,1,0
329660928,52,M,0,62,63240.0,1,1,Rent,85074,2024-07-02,Tuesday,Local,0,0,19,Phone,1,8.0,Large,24307.23,gray,16343.4,11592.34238,500,1518.54,8,2,1
329889024,35,F,0,95,56896.0,0,0,Own,80040,2023-02-12,Sunday,Parking Lot,0,0,45,Phone,0,0.0,Large,35088.74,gray,18360.41,1928.747178,1000,999.43,8,6,0
330594048,34,M,1,83,56420.8,0,1,Own,20147,2023-09-27,Wednesday,Local,0,0,0,Phone,1,6.0,Medium,26343.52,gray,40682.71,7670.504985,500,1055.6,9,5,0
330718464,51,F,1,91,62904.0,1,1,Own,80041,2023-12-27,Wednesday,Local,0,1,66,Phone,0,5.0,Compact,21155.21,white,20190.79,3347.274675,1000,999.43,8,3,1
